Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Order_Time,Delivery_Date,Delivery_Time,Location,Occasion
253,C010,68,2,12-02-2023,14:24:46,14-02-2023,05:39:27,Bangalore,Valentine's Day
254,C093,1,5,07-07-2023,00:09:44,15-07-2023,05:27:49,Bhilai,All Occasions
255,C092,45,2,27-12-2023,03:42:35,06-01-2024,09:23:14,Suryapet,Birthday
256,C065,4,5,06-11-2023,19:13:49,14-11-2023,18:05:55,Suryapet,Diwali
257,C077,21,3,22-08-2023,15:42:59,24-08-2023,22:39:39,Chinsurah,Raksha Bandhan
258,C044,46,5,16-04-2023,05:40:39,20-04-2023,20:05:32,Vijayawada,Anniversary
259,C001,62,1,05-03-2023,15:21:54,10-03-2023,00:04:01,Sirsa,Holi
260,C100,69,5,06-03-2023,13:06:11,16-03-2023,22:22:30,Satara,Holi
261,C041,37,3,06-11-2023,14:03:50,12-11-2023,20:17:47,Malegaon,Diwali
262,C038,49,3,07-02-2023,08:05:16,11-02-2023,01:06:57,Tirunelveli,Valentine's Day
263,C081,57,4,12-03-2023,09:35:10,13-03-2023,15:22:01,Chittoor,Birthday
264,C010,52,3,09-02-2023,05:35:19,18-02-2023,15:43:46,Asansol,Valentine's Day
265,C060,58,1,10-02-2023,21:17:18,18-02-2023,06:28:33,Gudivada,Valentine's Day
266,C038,36,1,12-05-2023,13:46:56,13-05-2023,19:20:09,Sonipat,Birthday
267,C055,35,3,04-03-2023,13:38:57,12-03-2023,03:52:00,Chandrapur,Holi
268,C053,38,1,14-08-2023,07:45:59,23-08-2023,16:53:30,Katni,Birthday
269,C024,36,1,25-10-2023,01:12:12,26-10-2023,17:58:13,Raebareli,Birthday
270,C084,21,5,22-08-2023,20:21:29,01-09-2023,16:03:59,Avadi,Raksha Bandhan
271,C039,36,5,23-06-2023,18:27:42,30-06-2023,18:20:05,Patna,Birthday
272,C016,12,1,08-04-2023,09:40:05,18-04-2023,20:13:56,Kumbakonam,Anniversary
273,C047,10,2,22-11-2023,16:12:35,24-11-2023,01:52:48,Moradabad,Birthday
274,C078,41,5,02-11-2023,06:37:51,12-11-2023,20:53:36,Raebareli,Diwali
275,C028,29,1,02-03-2023,04:13:47,05-03-2023,01:17:39,Ranchi,Holi
276,C065,15,2,28-05-2023,01:34:06,01-06-2023,07:05:33,Muzaffarpur,Anniversary
277,C062,34,5,23-08-2023,19:16:40,29-08-2023,15:50:18,Bhilai,Raksha Bandhan
278,C044,1,2,20-06-2023,23:33:52,24-06-2023,05:42:44,Ballia,All Occasions
279,C067,23,4,24-11-2023,09:14:46,26-11-2023,17:51:23,Chinsurah,Anniversary
280,C003,19,3,07-02-2023,17:44:47,12-02-2023,16:31:05,Mangalore,Valentine's Day
281,C008,15,3,21-09-2023,20:36:47,25-09-2023,10:27:14,Nellore,Anniversary
282,C092,41,2,11-11-2023,10:20:49,19-11-2023,22:11:40,Mangalore,Diwali
283,C086,23,2,23-11-2023,02:51:34,30-11-2023,18:21:40,Erode,Anniversary
284,C057,17,1,10-08-2023,16:13:04,16-08-2023,11:21:57,Aurangabad,Anniversary
285,C082,7,5,26-02-2023,17:26:44,01-03-2023,12:52:20,Tirunelveli,Holi
286,C098,50,3,06-03-2023,20:05:40,12-03-2023,02:41:27,Mango,Holi
287,C011,7,5,03-03-2023,04:54:04,06-03-2023,15:39:57,Muzaffarnagar,Holi
288,C035,34,2,21-08-2023,15:58:58,23-08-2023,20:42:36,Ballia,Raksha Bandhan
289,C018,30,4,29-08-2023,23:40:01,06-09-2023,02:50:06,Imphal,Anniversary
290,C079,69,3,06-03-2023,10:27:18,10-03-2023,14:33:34,Alwar,Holi
291,C072,49,2,10-02-2023,00:12:40,11-02-2023,22:52:51,Nadiad,Valentine's Day
292,C053,54,1,27-09-2023,22:43:35,03-10-2023,01:44:47,Howrah,Anniversary
293,C003,1,4,04-09-2023,04:03:47,09-09-2023,18:10:36,Tezpur,All Occasions
294,C047,26,5,01-03-2023,21:04:18,03-03-2023,19:44:54,Nagpur,Holi
295,C079,18,1,29-05-2023,15:54:09,02-06-2023,10:06:42,Tadepalligudem,Birthday
296,C081,70,5,01-04-2023,11:55:14,11-04-2023,19:33:46,Tirunelveli,Birthday
297,C047,13,3,28-02-2023,20:15:29,05-03-2023,20:52:27,Phagwara,Holi
298,C057,3,1,11-02-2023,23:06:29,12-02-2023,02:17:43,Bahraich,Valentine's Day
299,C091,8,5,08-11-2023,11:51:21,17-11-2023,13:17:51,Vellore,Anniversary
300,C032,22,1,29-08-2023,19:20:05,08-09-2023,18:25:16,Tinsukia,All Occasions
301,C070,6,3,27-02-2023,06:24:22,04-03-2023,16:52:16,Kota,Holi
302,C071,25,4,24-10-2023,13:53:05,25-10-2023,17:13:25,Dhanbad,Anniversary
303,C051,14,1,20-11-2023,06:42:57,29-11-2023,07:08:02,Narasaraopet,Birthday
304,C088,67,3,12-03-2023,09:24:28,19-03-2023,23:09:37,Tiruchirappalli,Anniversary
305,C003,26,1,02-03-2023,00:10:44,10-03-2023,14:01:05,Lucknow,Holi
306,C085,49,4,04-02-2023,11:35:51,12-02-2023,06:38:00,Bellary,Valentine's Day
307,C042,3,1,04-02-2023,21:37:54,08-02-2023,11:28:10,Durgapur,Valentine's Day
308,C005,57,1,09-03-2023,07:54:11,12-03-2023,12:11:24,Haldia,Birthday
309,C071,60,4,10-11-2023,06:38:43,13-11-2023,05:14:33,Mangalore,Diwali
310,C061,38,3,20-08-2023,12:24:22,24-08-2023,15:42:48,Bhalswa Jahangir Pur,Birthday
311,C051,39,2,02-09-2023,09:26:47,12-09-2023,17:51:43,Mehsana,All Occasions
312,C044,9,1,22-08-2023,18:27:36,27-08-2023,06:01:14,Akola,Raksha Bandhan
313,C056,30,2,22-07-2023,19:24:29,26-07-2023,06:06:13,Thane,Anniversary
314,C029,43,4,05-11-2023,11:48:41,15-11-2023,04:55:25,Patiala,Diwali
315,C063,26,5,06-03-2023,14:21:31,09-03-2023,19:20:21,Ambattur,Holi
316,C048,2,5,11-02-2023,21:35:05,15-02-2023,07:21:50,Muzaffarnagar,Valentine's Day
317,C014,29,3,07-03-2023,18:51:27,15-03-2023,16:12:50,Ahmednagar,Holi
318,C038,26,5,07-03-2023,12:15:49,11-03-2023,15:59:47,Hosur,Holi
319,C044,64,1,20-08-2023,06:23:07,26-08-2023,22:44:23,Bikaner,Raksha Bandhan
320,C007,13,1,01-03-2023,07:49:55,08-03-2023,08:38:21,Bijapur,Holi
321,C049,12,5,08-03-2023,11:27:05,17-03-2023,09:51:43,Rampur,Anniversary
322,C056,15,1,11-04-2023,08:32:11,15-04-2023,03:30:27,Udaipur,Anniversary
323,C013,23,2,09-02-2023,18:13:04,10-02-2023,10:22:35,Khora ,Anniversary
324,C073,14,2,02-02-2023,18:47:28,11-02-2023,15:34:54,North Dumdum,Birthday
325,C091,27,5,25-08-2023,18:30:45,04-09-2023,20:02:37,Amritsar,Raksha Bandhan
326,C088,34,3,27-08-2023,15:39:05,03-09-2023,15:33:32,Panchkula,Raksha Bandhan
327,C048,51,1,24-09-2023,09:29:05,26-09-2023,20:09:05,Muzaffarnagar,All Occasions
328,C024,23,3,17-04-2023,17:51:38,22-04-2023,08:59:18,Maheshtala,Anniversary
329,C095,17,3,26-08-2023,02:22:03,04-09-2023,03:08:52,Nashik,Anniversary
330,C059,59,2,24-08-2023,20:25:09,01-09-2023,12:26:20,Shahjahanpur,Raksha Bandhan
331,C023,41,5,04-11-2023,21:49:56,05-11-2023,14:13:32,Patna,Diwali
332,C052,20,5,11-04-2023,20:14:13,18-04-2023,14:10:44,Khammam,Anniversary
333,C100,22,5,09-02-2023,06:19:15,10-02-2023,03:46:29,South Dumdum,All Occasions
334,C066,53,1,28-08-2023,21:19:46,01-09-2023,22:03:03,Patiala,Raksha Bandhan
335,C013,17,2,06-11-2023,02:09:35,08-11-2023,02:23:24,Sri Ganganagar,Anniversary
336,C069,53,1,20-08-2023,04:32:24,25-08-2023,19:54:17,Tiruchirappalli,Raksha Bandhan
337,C008,24,3,16-05-2023,14:21:12,22-05-2023,20:26:13,Siwan,Birthday
338,C087,21,3,20-08-2023,14:15:51,28-08-2023,01:34:07,Panchkula,Raksha Bandhan
339,C083,8,1,20-09-2023,20:07:19,29-09-2023,10:50:19,Sirsa,Anniversary
340,C076,38,3,14-07-2023,07:53:01,22-07-2023,02:56:01,Davanagere,Birthday
341,C028,9,2,20-08-2023,14:54:35,30-08-2023,22:32:13,Ongole,Raksha Bandhan
342,C062,36,5,03-11-2023,04:03:43,08-11-2023,16:26:16,Salem,Birthday
343,C006,66,3,06-03-2023,14:12:40,09-03-2023,09:27:05,Parbhani,Holi
344,C020,28,5,29-08-2023,17:06:22,03-09-2023,06:28:07,Tiruvottiyur,Raksha Bandhan
345,C056,45,4,15-09-2023,15:40:42,23-09-2023,23:11:31,Bellary,Birthday
346,C090,50,1,04-03-2023,23:24:17,12-03-2023,16:46:34,Pondicherry,Holi
347,C034,34,2,29-08-2023,09:46:21,08-09-2023,08:37:09,Shimoga,Raksha Bandhan
348,C060,30,2,28-11-2023,20:33:37,07-12-2023,12:02:59,Kalyan-Dombivli,Anniversary
349,C017,44,4,11-11-2023,03:32:37,12-11-2023,10:31:13,Junagadh,Diwali
350,C020,19,3,13-02-2023,12:22:57,22-02-2023,16:26:10,Kolkata,Valentine's Day
351,C099,1,1,16-01-2023,15:11:07,25-01-2023,22:29:59,Bhilai,All Occasions
352,C080,28,1,23-08-2023,23:49:45,02-09-2023,09:14:52,Bellary,Raksha Bandhan
353,C089,55,2,21-08-2023,09:43:27,24-08-2023,14:12:14,Korba,Raksha Bandhan
354,C087,13,5,26-02-2023,17:25:28,06-03-2023,09:43:32,Narasaraopet,Holi
355,C099,10,1,24-12-2023,04:52:44,02-01-2024,09:38:33,Satara,Birthday
356,C028,14,1,08-07-2023,00:41:40,09-07-2023,04:31:42,Panvel,Birthday
357,C063,62,4,03-03-2023,20:01:18,13-03-2023,20:55:34,Kavali,Holi
358,C040,55,1,20-08-2023,16:53:29,25-08-2023,13:30:37,Secunderabad,Raksha Bandhan
359,C052,47,2,28-02-2023,12:13:36,05-03-2023,20:31:30,Nagpur,Holi
360,C099,41,1,06-11-2023,03:11:57,09-11-2023,17:45:31,Belgaum,Diwali
361,C049,47,4,03-03-2023,06:09:56,11-03-2023,08:33:10,Rajkot,Holi
362,C041,31,2,10-03-2023,03:40:01,17-03-2023,10:35:23,Nashik,All Occasions
363,C022,15,2,27-11-2023,19:01:01,05-12-2023,01:50:36,Bhavnagar,Anniversary
364,C003,43,3,08-11-2023,06:09:01,09-11-2023,04:37:33,Satara,Diwali
365,C028,8,5,01-06-2023,15:31:47,04-06-2023,10:15:29,Agra,Anniversary
366,C033,3,3,08-02-2023,23:15:47,16-02-2023,10:51:38,Kolkata,Valentine's Day
367,C010,47,5,03-03-2023,00:44:09,12-03-2023,15:05:03,South Dumdum,Holi
368,C042,6,3,04-03-2023,23:03:22,06-03-2023,02:52:10,Nashik,Holi
369,C014,63,3,07-08-2023,07:23:44,15-08-2023,04:28:30,Jammu,All Occasions
370,C073,54,2,09-07-2023,05:57:39,13-07-2023,19:01:40,Danapur,Anniversary
371,C090,23,4,15-05-2023,01:27:58,19-05-2023,10:28:47,Davanagere,Anniversary
372,C006,25,3,08-11-2023,19:04:25,18-11-2023,18:28:46,Kamarhati,Anniversary
373,C026,65,2,07-06-2023,20:49:11,10-06-2023,23:57:40,North Dumdum,All Occasions
374,C087,4,1,07-11-2023,07:47:32,09-11-2023,22:32:44,Guna,Diwali
375,C091,46,1,11-02-2023,04:16:25,20-02-2023,19:37:38,Mysore,Anniversary
376,C097,10,2,14-05-2023,20:18:32,19-05-2023,23:48:02,Bulandshahr,Birthday
377,C013,55,4,26-08-2023,08:34:06,31-08-2023,11:47:09,Ghaziabad,Raksha Bandhan
378,C040,6,2,01-03-2023,11:30:20,08-03-2023,19:26:52,Hindupur,Holi
379,C078,66,1,03-03-2023,23:31:41,06-03-2023,10:44:03,Bhavnagar,Holi
380,C009,60,4,08-11-2023,13:33:02,15-11-2023,23:40:37,Bidhannagar,Diwali
381,C013,25,3,25-01-2023,18:30:03,28-01-2023,06:21:06,Tiruchirappalli,Anniversary
382,C003,24,1,03-06-2023,10:02:19,13-06-2023,21:53:48,Kamarhati,Birthday
383,C016,37,1,06-11-2023,00:16:45,08-11-2023,20:09:52,Panchkula,Diwali
384,C004,25,3,11-05-2023,16:57:57,15-05-2023,13:57:13,Bhilai,Anniversary
385,C002,50,4,03-03-2023,01:16:01,08-03-2023,10:46:18,Alwar,Holi
386,C091,5,4,04-06-2023,12:47:45,14-06-2023,21:34:41,Jalandhar,All Occasions
387,C061,1,2,30-04-2023,05:38:25,09-05-2023,02:15:58,Ahmedabad,All Occasions
388,C066,36,2,10-11-2023,00:15:10,18-11-2023,10:37:06,Jalna,Birthday
389,C061,29,2,06-03-2023,03:26:18,16-03-2023,18:13:40,Mahbubnagar,Holi
390,C043,26,4,03-03-2023,15:40:56,10-03-2023,23:02:07,Akola,Holi
391,C083,22,4,29-12-2023,13:44:06,07-01-2024,12:58:41,Bareilly,All Occasions
392,C085,4,2,05-11-2023,03:18:55,06-11-2023,18:53:09,Gangtok,Diwali
393,C087,17,5,14-11-2023,11:01:18,22-11-2023,16:10:46,Solapur,Anniversary
394,C028,38,5,23-03-2023,04:26:37,31-03-2023,19:25:58,Dewas,Birthday
395,C067,26,2,03-03-2023,23:14:54,06-03-2023,18:32:37,Hosur,Holi
396,C068,10,5,15-03-2023,15:30:58,16-03-2023,01:45:01,Tiruvottiyur,Birthday
397,C034,4,5,09-11-2023,06:48:09,14-11-2023,13:32:34,Junagadh,Diwali
398,C080,54,1,05-05-2023,08:45:21,15-05-2023,10:01:43,Dehradun,Anniversary
399,C008,68,1,08-02-2023,06:21:47,15-02-2023,07:08:14,Bareilly,Valentine's Day
400,C083,45,3,07-05-2023,14:05:01,15-05-2023,18:10:53,Kumbakonam,Birthday
401,C089,9,5,29-08-2023,19:53:33,04-09-2023,07:19:07,Bharatpur,Raksha Bandhan
402,C037,29,1,05-03-2023,16:42:29,08-03-2023,13:32:50,Thrissur,Holi
403,C075,57,1,06-01-2023,11:45:28,16-01-2023,20:13:26,Chapra,Birthday
404,C055,21,5,22-08-2023,07:55:20,24-08-2023,22:27:19,South Dumdum,Raksha Bandhan
405,C033,49,1,10-02-2023,23:05:14,18-02-2023,14:47:38,Guwahati,Valentine's Day
406,C049,55,4,25-08-2023,15:59:17,02-09-2023,06:23:53,Srikakulam,Raksha Bandhan
407,C074,69,3,26-02-2023,08:52:11,28-02-2023,04:09:44,Jamalpur,Holi
408,C063,31,2,05-03-2023,12:19:26,11-03-2023,04:41:38,Haldia,All Occasions
409,C049,50,4,26-02-2023,17:43:59,28-02-2023,19:44:57,Khammam,Holi
410,C025,24,1,01-01-2023,20:20:49,02-01-2023,05:57:06,Surendranagar Dudhrej,Birthday
411,C006,48,1,05-11-2023,16:31:34,08-11-2023,07:21:26,Nadiad,Diwali
412,C081,67,2,28-10-2023,09:28:24,31-10-2023,23:14:27,Maheshtala,Anniversary
413,C050,59,5,22-08-2023,05:32:17,30-08-2023,20:21:11,Amritsar,Raksha Bandhan
414,C034,7,4,28-02-2023,21:18:11,07-03-2023,01:07:31,Raurkela Industrial Township,Holi
415,C065,14,4,08-06-2023,20:08:30,10-06-2023,01:20:56,Hajipur,Birthday
416,C006,58,5,12-02-2023,16:41:02,17-02-2023,09:37:01,Saharanpur,Valentine's Day
417,C004,62,4,07-03-2023,22:40:40,11-03-2023,05:56:33,Khammam,Holi
418,C069,64,3,24-08-2023,13:17:22,01-09-2023,11:37:10,Karimnagar,Raksha Bandhan
419,C065,47,3,05-03-2023,17:18:51,11-03-2023,13:53:36,Agartala,Holi
420,C039,6,3,27-02-2023,08:36:20,28-02-2023,00:07:29,Kota,Holi
421,C066,38,4,08-08-2023,20:16:30,12-08-2023,19:04:00,Serampore,Birthday
422,C044,53,2,20-08-2023,03:03:58,29-08-2023,04:05:39,Eluru,Raksha Bandhan
423,C067,19,1,11-02-2023,16:46:58,17-02-2023,00:10:05,Alappuzha,Valentine's Day
424,C072,7,4,01-03-2023,03:04:56,09-03-2023,10:27:03,Kishanganj,Holi
425,C071,56,1,30-09-2023,00:02:06,09-10-2023,22:59:28,North Dumdum,Anniversary
426,C073,2,2,13-02-2023,22:59:54,17-02-2023,13:51:00,Kharagpur,Valentine's Day
427,C042,48,5,03-11-2023,07:56:32,13-11-2023,22:46:12,Gudivada,Diwali
428,C038,10,2,06-12-2023,03:32:38,12-12-2023,19:37:01,Khora ,Birthday
429,C007,9,5,22-08-2023,22:46:57,31-08-2023,12:43:52,Bahraich,Raksha Bandhan
430,C045,27,2,27-08-2023,07:20:30,31-08-2023,10:03:32,Rourkela,Raksha Bandhan
431,C057,1,4,13-12-2023,19:13:43,19-12-2023,21:02:24,Varanasi,All Occasions
432,C092,12,4,05-01-2023,12:09:27,13-01-2023,19:40:38,Ballia,Anniversary
433,C068,7,5,26-02-2023,23:33:51,02-03-2023,04:19:56,Amravati,Holi
434,C020,51,4,28-11-2023,07:23:06,29-11-2023,19:43:32,Kirari Suleman Nagar,All Occasions
435,C017,53,4,22-08-2023,17:27:30,27-08-2023,12:35:14,Mira-Bhayandar,Raksha Bandhan
436,C058,8,1,27-01-2023,06:08:00,03-02-2023,08:15:49,Salem,Anniversary
437,C010,55,1,24-08-2023,06:30:47,27-08-2023,22:56:38,Uluberia,Raksha Bandhan
438,C037,34,2,26-08-2023,09:27:17,27-08-2023,03:18:31,Tadepalligudem,Raksha Bandhan
439,C037,12,3,13-12-2023,08:56:11,22-12-2023,12:51:06,Hyderabad,Anniversary
440,C018,13,4,07-03-2023,09:33:31,09-03-2023,01:21:29,Gudivada,Holi
441,C052,26,2,26-02-2023,11:23:56,06-03-2023,16:38:50,Kurnool,Holi
442,C023,3,3,08-02-2023,18:03:20,15-02-2023,08:05:39,Khandwa,Valentine's Day
443,C046,49,3,04-02-2023,22:22:19,13-02-2023,02:16:00,Secunderabad,Valentine's Day
444,C021,60,3,02-11-2023,01:01:13,09-11-2023,09:54:20,Jalna,Diwali
445,C047,30,5,14-06-2023,20:08:42,15-06-2023,14:22:27,Karnal,Anniversary
446,C079,33,5,12-02-2023,02:54:04,15-02-2023,11:03:28,Bokaro,Valentine's Day
447,C032,47,4,27-02-2023,02:45:34,04-03-2023,15:04:56,Bhilwara,Holi
448,C086,16,1,02-03-2023,02:42:54,03-03-2023,13:42:24,Bulandshahr,Holi
449,C045,49,4,13-02-2023,03:18:26,16-02-2023,10:09:41,Ichalkaranji,Valentine's Day
450,C096,39,5,02-12-2023,07:58:05,12-12-2023,10:09:58,Sri Ganganagar,All Occasions
451,C079,33,5,07-02-2023,00:16:52,13-02-2023,21:10:57,Ujjain,Valentine's Day
452,C045,70,3,09-07-2023,19:57:29,17-07-2023,11:42:18,Mahbubnagar,Birthday
453,C032,27,2,21-08-2023,10:11:39,31-08-2023,12:28:21,Varanasi,Raksha Bandhan
454,C088,3,2,07-02-2023,23:26:49,09-02-2023,01:21:56,Suryapet,Valentine's Day
455,C072,1,2,20-10-2023,22:33:50,25-10-2023,18:04:20,Eluru,All Occasions
456,C071,33,2,12-02-2023,22:51:39,15-02-2023,22:14:06,Nangloi Jat,Valentine's Day
457,C036,22,5,27-05-2023,13:55:39,29-05-2023,16:38:25,Mirzapur,All Occasions
458,C054,32,2,19-07-2023,17:21:30,24-07-2023,20:32:44,Ramgarh,Birthday
459,C093,12,2,29-03-2023,07:24:55,30-03-2023,07:34:31,Ranchi,Anniversary
460,C007,29,2,04-03-2023,07:58:33,06-03-2023,00:07:26,Kolhapur,Holi
461,C083,12,4,22-06-2023,08:12:37,27-06-2023,14:52:56,Srinagar,Anniversary
462,C069,60,5,04-11-2023,18:10:06,13-11-2023,14:20:14,Kirari Suleman Nagar,Diwali
463,C078,18,3,24-09-2023,22:23:47,30-09-2023,00:52:03,Hazaribagh,Birthday
464,C014,18,3,05-07-2023,03:04:25,08-07-2023,13:38:45,Buxar,Birthday
465,C029,55,5,23-08-2023,23:46:12,26-08-2023,13:29:11,Madurai,Raksha Bandhan
466,C053,23,1,03-10-2023,13:58:22,11-10-2023,09:59:41,Bally,Anniversary
467,C056,53,1,28-08-2023,14:18:44,02-09-2023,15:20:11,Gandhidham,Raksha Bandhan
468,C007,5,2,25-07-2023,07:57:26,04-08-2023,01:24:47,Rajahmundry,All Occasions
469,C051,42,4,15-12-2023,07:06:00,19-12-2023,12:56:49,Kamarhati,All Occasions
470,C031,47,5,28-02-2023,17:34:04,06-03-2023,15:29:29,Bhavnagar,Holi
471,C092,23,2,31-01-2023,12:09:01,10-02-2023,05:50:06,Tirunelveli,Anniversary
472,C015,56,1,24-12-2023,07:32:38,30-12-2023,22:46:18,Khammam,Anniversary
473,C061,22,3,28-03-2023,08:13:57,04-04-2023,15:44:18,Giridih,All Occasions
474,C051,1,4,07-02-2023,06:31:59,14-02-2023,02:00:07,Dibrugarh,All Occasions
475,C099,46,2,04-12-2023,07:21:23,08-12-2023,13:32:22,Jalgaon,Anniversary
476,C067,40,2,18-09-2023,01:17:18,20-09-2023,17:53:14,Moradabad,Anniversary
477,C099,33,4,12-02-2023,17:18:09,14-02-2023,03:11:52,Gangtok,Valentine's Day
478,C003,11,5,08-02-2023,01:11:21,09-02-2023,09:50:19,Ambarnath,Valentine's Day
479,C071,11,1,07-02-2023,17:48:21,11-02-2023,10:48:13,Ghaziabad,Valentine's Day
480,C059,62,4,06-03-2023,04:29:31,16-03-2023,22:19:33,Sagar,Holi
481,C044,12,5,21-08-2023,00:00:53,25-08-2023,18:36:25,Bhiwandi,Anniversary
482,C050,23,3,05-06-2023,20:33:38,14-06-2023,20:56:35,Ludhiana,Anniversary
483,C007,59,2,28-08-2023,06:25:03,31-08-2023,05:06:02,Pallavaram,Raksha Bandhan
484,C034,1,5,26-05-2023,19:03:55,03-06-2023,19:32:17,Morena,All Occasions
485,C029,43,4,06-11-2023,19:20:24,14-11-2023,19:27:14,Bhubaneswar,Diwali
486,C030,24,1,25-07-2023,14:34:30,30-07-2023,16:58:35,Ambattur,Birthday
487,C053,51,1,05-01-2023,16:46:57,09-01-2023,04:28:18,Sasaram,All Occasions
488,C025,21,4,28-08-2023,22:13:30,29-08-2023,05:26:49,Nizamabad,Raksha Bandhan
489,C072,10,1,28-08-2023,22:26:56,02-09-2023,04:30:46,Kirari Suleman Nagar,Birthday
490,C075,2,1,12-02-2023,12:28:03,14-02-2023,12:27:19,Eluru,Valentine's Day
491,C095,30,1,24-10-2023,06:14:34,02-11-2023,22:59:20,Muzaffarnagar,Anniversary
492,C047,33,2,04-02-2023,13:54:25,13-02-2023,12:04:33,Salem,Valentine's Day
493,C035,11,1,05-02-2023,22:11:24,06-02-2023,15:43:11,Gopalpur,Valentine's Day
494,C082,7,4,28-02-2023,03:11:22,08-03-2023,19:06:48,Rewa,Holi
495,C007,20,1,28-08-2023,17:42:29,29-08-2023,22:51:31,Pimpri-Chinchwad,Anniversary
496,C021,11,4,09-02-2023,14:31:57,16-02-2023,13:05:41,Sambhal,Valentine's Day
497,C081,64,2,29-08-2023,20:14:01,01-09-2023,04:42:56,Alwar,Raksha Bandhan
498,C100,19,4,13-02-2023,21:34:44,20-02-2023,21:14:24,Bhusawal,Valentine's Day
499,C031,59,1,27-08-2023,12:09:20,02-09-2023,10:03:32,Ichalkaranji,Raksha Bandhan
500,C013,61,2,29-06-2023,10:07:52,05-07-2023,12:14:25,Bongaigaon,Anniversary
